Z_Value,X_Value,Y_Value
119934.5522,730,96170.33616
119905.1142,731,96367.49807
119875.001,732,96577.2811
119844.2072,733,96798.99224
119812.7274,734,97031.93853
119780.5563,735,97275.42697
119747.6883,736,97528.76459
119714.1182,737,97791.2584
119679.8405,738,98062.21541
119644.8499,739,98340.94265
119609.1409,740,98626.74713
119572.7082,741,98918.93586
119535.5463,742,99216.81587
119497.6499,743,99519.69416
119459.0135,744,99826.87776
119419.6318,745,100137.6737
119379.4994,746,100451.3889
119338.6109,747,100767.3305
119296.9609,748,101084.8055
119254.544,749,101403.1209
119211.3547,750,101721.5837
119167.3878,751,102039.5008
119122.6378,752,102356.1795
119077.0994,753,102670.9265
119030.767,754,102983.0491
118983.6354,755,103291.8541
118935.6992,756,103596.6487
118886.9528,757,103896.7397
118837.3911,758,104191.4343
118787.0084,759,104480.0394
118735.7996,760,104761.8621
118683.7591,761,105036.2094
118630.8816,762,105302.3883
118577.1617,763,105559.7058
118522.5939,764,105807.4689
118467.173,765,106044.9847
118410.8934,766,106271.5601
118353.7499,767,106486.5023
118295.7369,768,106689.1181
118236.8492,769,106878.7146
118177.0813,770,107054.5989
118116.4279,771,107216.0779
118054.8834,772,107362.4587
117992.4426,773,107493.0483
117929.1001,774,107607.1536
117864.8504,775,107704.0818
117799.6881,776,107783.1398
117733.608,777,107843.6346
117666.6044,778,107884.8733
117598.6722,779,107906.1629
117529.8059,780,107906.8104
117460,781,107886.1228
117389.2672,782,107843.6091
117317.6916,783,107779.5862
117245.3753,784,107694.573
117172.4207,785,107589.0884
117098.9297,786,107463.6513
117025.0046,787,107318.7806
116950.7475,788,107154.9951
116876.2606,789,106972.8138
116801.646,790,106772.7556
116727.0058,791,106555.3392
116652.4423,792,106321.0837
116578.0575,793,106070.508
116503.9536,794,105804.1308
116430.2328,795,105522.4711
116356.9973,796,105226.0478
116284.3491,797,104915.3798
116212.3904,798,104590.9859
116141.2234,799,104253.3851
116070.9503,800,103903.0962
116001.6731,801,103540.6382
115933.4941,802,103166.5299
115866.5153,803,102781.2902
115800.839,804,102385.438
115736.5673,805,101979.4922
115673.8023,806,101563.9716
115612.6463,807,101139.3953
115553.2013,808,100706.282
115495.5694,809,100265.1507
115439.853,810,99816.52015
115386.154,811,99360.90938
115334.5747,812,98898.83723
115285.2172,813,98430.82259
115238.1837,814,97957.38434
115193.5763,815,97479.04139
115151.4971,816,96996.31262
115112.0484,817,96509.71691
115075.3322,818,96019.77316
115041.4508,819,95527.00027
115010.5062,820,95031.91711
114982.6007,821,94535.04257
114957.8363,822,94036.89556
114936.3153,823,93537.99495
114918.1398,824,93038.85964
114903.4119,825,92540.00852
114892.2337,826,92041.96047
114884.7076,827,91545.23439
114880.9355,828,91050.34917
114881.0196,829,90557.82369
114885.0622,830,90068.17685
114893.1653,831,89581.92753
114905.4311,832,89099.59463
114921.9618,833,88621.69704
114942.8594,834,88148.75364
114968.2262,835,87681.28332
114998.1644,836,87219.80498
115032.776,837,86764.8375
115072.1632,838,86316.89978
115116.4281,839,85876.5107
115165.673,840,85444.18915
115220,841,85020.45403
115279.4755,842,84605.72131
115344.0234,843,84199.99534
115413.5319,844,83803.17757
115487.8892,845,83415.16943
115566.9833,846,83035.87236
115650.7026,847,82665.18781
115738.9351,848,82303.01721
115831.569,849,81949.262
115928.4926,850,81603.82362
116029.594,851,81266.60352
116134.7613,852,80937.50313
116243.8828,853,80616.4239
116356.8466,854,80303.26725
116473.5409,855,79997.93464
116593.8538,856,79700.32751
116717.6736,857,79410.34728
116844.8884,858,79127.89541
116975.3864,859,78852.87334
117109.0557,860,78585.18249
117245.7846,861,78324.72432
117385.4612,862,78071.40026
117527.9736,863,77825.11176
117673.2102,864,77585.76025
117821.0589,865,77353.24717
117971.4081,866,77127.47397
118124.1458,867,76908.34208
118279.1603,868,76695.75294
118436.3398,869,76489.60799
118595.5723,870,76289.80868
118756.7461,871,76096.25645
118919.7494,872,75908.85272
119084.4703,873,75727.49895
119250.797,874,75552.09657
119418.6177,875,75382.54703
119587.8205,876,75218.75176
119758.2936,877,75060.6122
119929.9253,878,74908.0298
120102.6036,879,74760.90599
120276.2168,880,74619.14221
120450.653,881,74482.63991
120625.8004,882,74351.30052
120801.5471,883,74225.02548
120977.7814,884,74103.71624
121154.3915,885,73987.27423
121331.2654,886,73875.60089
121508.2914,887,73768.59767
121685.3576,888,73666.166
121862.3522,889,73568.20733
122039.1635,890,73474.62309
122215.6795,891,73385.31472
122391.7884,892,73300.18366
122567.3785,893,73219.13136
122742.3378,894,73142.05926
122916.5546,895,73068.86878
123089.9171,896,72999.46139
123262.3134,897,72933.7385
123433.6316,898,72871.60157
123603.76,899,72812.95203
123772.5867,900,72757.69133
123940,901,72705.7209
124105.9119,902,72656.94772
124270.3302,903,72611.30097
124433.2869,904,72568.71535
124594.8138,905,72529.12555
124754.9426,906,72492.4663
124913.7051,907,72458.6723
125071.1332,908,72427.67825
125227.2588,909,72399.41886
125382.1135,910,72373.82883
125535.7293,911,72350.84288
125688.138,912,72330.3957
125839.3713,913,72312.42202
125989.4611,914,72296.85652
126138.4392,915,72283.63393
126286.3375,916,72272.68894
126433.1877,917,72263.95626
126579.0216,918,72257.3706
126723.8711,919,72252.86667
126867.768,920,72250.37917
127010.7441,921,72249.84281
127152.8313,922,72251.19229
127294.0612,923,72254.36232
127434.4659,924,72259.28762
127574.077,925,72265.90287
127712.9264,926,72274.1428
127851.0459,927,72283.94211
127988.4674,928,72295.2355
128125.2226,929,72307.95768
128261.3433,930,72322.04336
128396.8615,931,72337.42725
128531.8088,932,72354.04404
128666.2172,933,72371.82845
128800.1183,934,72390.71519
128933.5442,935,72410.63896
129066.5265,936,72431.53446
129199.097,937,72453.33641
129331.2877,938,72475.97951
129463.1303,939,72499.39846
129594.6566,940,72523.52798
129725.8985,941,72548.30276
129856.8878,942,72573.65753
129987.6562,943,72599.52698
130118.2356,944,72625.84581
130248.6579,945,72652.54875
130378.9547,946,72679.57048
130509.1581,947,72706.84573
130639.2997,948,72734.30919
130769.4114,949,72761.89557
130899.525,950,72789.53958
131029.6723,951,72817.17593
131159.8852,952,72844.73932
131290.1954,953,72872.16446
131420.6348,954,72899.38605
131551.2352,955,72926.33881
131682.0284,956,72952.95743
131813.0462,957,72979.17663
131944.3204,958,73004.93111
132075.8829,959,73030.15558
132207.7655,960,73054.78474
132340,961,73078.7533
132472.6117,962,73102.00462
132605.6,963,73124.51661
132738.9578,964,73146.27586
132872.678,965,73167.26893
133006.7534,966,73187.4824
133141.177,967,73206.90283
133275.9417,968,73225.5168
133411.0403,969,73243.31088
133546.4657,970,73260.27164
133682.2109,971,73276.38565
133818.2687,972,73291.63949
133954.632,973,73306.01973
134091.2937,974,73319.51294
134228.2466,975,73332.10569
134365.4838,976,73343.78455
134502.998,977,73354.53609
134640.7822,978,73364.34689
134778.8292,979,73373.20352
134917.132,980,73381.09255
135055.6834,981,73388.00055
135194.4763,982,73393.91409
135333.5036,983,73398.81975
135472.7583,984,73402.70409
135612.2331,985,73405.55369
135751.921,986,73407.35513
135891.8149,987,73408.09496
136031.9076,988,73407.75977
136172.1921,989,73406.33612
136312.6613,990,73403.81059
136453.308,991,73400.16975
136594.1251,992,73395.40017
136735.1055,993,73389.48843
136876.2421,994,73382.42109
137017.5279,995,73374.18472
137158.9556,996,73364.7659
137300.5182,997,73354.1512
137442.2086,998,73342.32719
137584.0196,999,73329.28045
137725.9442,1000,73314.99754
137867.9752,1001,73299.46504
138010.1056,1002,73282.66951
138152.3282,1003,73264.59754
138294.6358,1004,73245.23568
138437.0215,1005,73224.57053
138579.4781,1006,73202.58863
138721.9985,1007,73179.27658
138864.5756,1008,73154.62093
139007.2022,1009,73128.60826
139149.8713,1010,73101.22515
139292.5757,1011,73072.45816
139435.3084,1012,73042.29387
139578.0622,1013,73010.71884
139720.83,1014,72977.71966
139863.6047,1015,72943.28288
140006.3792,1016,72907.39509
140149.1464,1017,72870.04286
140291.8992,1018,72831.21275
140434.6305,1019,72790.89133
140577.3331,1020,72749.06519
140720,1021,72705.7209
140862.6213,1022,72660.88262
141005.1764,1023,72614.72496
141147.6419,1024,72567.46013
141289.9943,1025,72519.30033
141432.2104,1026,72470.45777
141574.2668,1027,72421.14466
141716.14,1028,72371.5732
141857.8067,1029,72321.9556
141999.2435,1030,72272.50407
142140.427,1031,72223.43081
142281.3339,1032,72174.94803
142421.9408,1033,72127.26794
142562.2242,1034,72080.60274
142702.1609,1035,72035.16464
142841.7274,1036,71991.16585
142980.9003,1037,71948.81857
143119.6563,1038,71908.33501
143257.972,1039,71869.92737
143395.8241,1040,71833.80787
143533.189,1041,71800.1887
143670.0435,1042,71769.28209
143806.3642,1043,71741.30022
143942.1277,1044,71716.45531
144077.3107,1045,71694.95957
144211.8896,1046,71677.0252
144345.8412,1047,71662.86441
144479.1421,1048,71652.68941
144611.7689,1049,71646.71239
144743.6982,1050,71645.14558
144874.9067,1051,71648.20117
145005.3709,1052,71656.09137
145135.0675,1053,71669.02839
145263.9731,1054,71687.22444
145392.0644,1055,71710.89172
145519.3178,1056,71740.24243
145645.7102,1057,71775.48879
145771.218,1058,71816.843
145895.818,1059,71864.51727
146019.4866,1060,71918.7238
146142.2006,1061,71979.67481
146263.9366,1062,72047.58249
146384.6712,1063,72122.65906
146504.381,1064,72205.11672
146623.0426,1065,72295.16767
146740.6327,1066,72393.02413
146857.1278,1067,72498.8983
146972.5047,1068,72613.00239
147086.7398,1069,72735.5486
147199.8099,1070,72866.74914
147311.6915,1071,73006.81622
147422.3614,1072,73155.96204
147531.796,1073,73314.39882
147639.972,1074,73482.33875
147746.8661,1075,73659.99404
147852.4548,1076,73847.57691
147956.7148,1077,74045.29955
148059.6227,1078,74253.37417
148161.1551,1079,74472.01298
148261.2887,1080,74701.42819
148360,1081,74941.83201
148457.2711,1082,75193.33326
148553.1055,1083,75455.6273
148647.5123,1084,75728.30611
148740.5003,1085,76010.96166
148832.0785,1086,76303.18595
148922.2559,1087,76604.57093
149011.0415,1088,76914.70861
149098.4441,1089,77233.19094
149184.4729,1090,77559.60992
149269.1366,1091,77893.55753
149352.4443,1092,78234.62573
149434.405,1093,78582.40651
149515.0276,1094,78936.49186
149594.321,1095,79296.47374
149672.2943,1096,79661.94414
149748.9564,1097,80032.49504
149824.3162,1098,80407.71842
149898.3827,1099,80787.20625
149971.1648,1100,81170.55052
150042.6716,1101,81557.3432
150112.912,1102,81947.17627
150181.8949,1103,82339.64172
150249.6294,1104,82734.33152
150316.1243,1105,83130.83765
150381.3886,1106,83528.75209
150445.4313,1107,83927.66682
150508.2614,1108,84327.17382
150569.8878,1109,84726.86506
150630.3194,1110,85126.33253
150689.5653,1111,85525.16821
150747.6343,1112,85922.96407
150804.5355,1113,86319.3121
150860.2779,1114,86713.80427
150914.8702,1115,87106.03257
150968.3217,1116,87495.58896
151020.6411,1117,87882.06544
151071.8374,1118,88265.05398
151121.9197,1119,88644.14655
151170.8968,1120,89018.93515
151218.7778,1121,89389.01174
151265.5715,1122,89753.96831
151311.287,1123,90113.39684
151355.9332,1124,90466.8893
151399.5191,1125,90814.03768
151442.0536,1126,91154.43395
151483.5457,1127,91487.67009
151524.0044,1128,91813.33809
151563.4385,1129,92131.02991
151601.8572,1130,92440.33755
151639.2693,1131,92740.85298
151675.6837,1132,93032.16818
151711.1095,1133,93313.87512
151745.5557,1134,93585.56579
151779.0311,1135,93846.83217
151811.5447,1136,94097.26623
151843.1055,1137,94336.45996
151873.7225,1138,94564.00533
151903.4046,1139,94779.49433
151932.1608,1140,94982.51892
151960,1141,95172.6711
151986.9346,1142,95349.68741
152012.9907,1143,95513.88269
152038.1978,1144,95665.71635
152062.5853,1145,95805.64779
152086.1827,1146,95934.13641
152109.0195,1147,96051.64164
152131.1253,1148,96158.62287
152152.5294,1149,96255.53951
152173.2613,1150,96342.85097
152193.3506,1151,96421.01666
152212.8268,1152,96490.49598
152231.7192,1153,96551.74834
152250.0574,1154,96605.23315
152267.8709,1155,96651.40982
152285.1892,1156,96690.73775
152302.0417,1157,96723.67635
152318.4579,1158,96750.68503
152334.4673,1159,96772.22319
152350.0994,1160,96788.75025
152365.3837,1161,96800.7256
152380.3496,1162,96808.60867
152395.0267,1163,96812.85885
152409.4444,1164,96813.93555
152423.6322,1165,96812.29818
152437.6196,1166,96808.40614
152451.436,1167,96802.71885
152465.111,1168,96795.69571
152478.6741,1169,96787.79613
152492.1546,1170,96779.47952
152505.5822,1171,96771.20527
152518.9862,1172,96763.43281
152532.3962,1173,96756.62154
152545.8417,1174,96751.23086
152559.3521,1175,96747.72019
152572.9569,1176,96746.54892
152586.6856,1177,96748.17647
152600.5677,1178,96753.06225
152614.6326,1179,96761.66565
152628.9099,1180,96774.4461
152643.4291,1181,96791.86299
152658.2195,1182,96814.37574
152673.3108,1183,96842.44375
152688.7323,1184,96876.52642
152704.5136,1185,96917.08317
152720.6841,1186,96964.57341
152737.2733,1187,97019.45653
152754.3108,1188,97082.19196
152771.826,1189,97153.23908
152789.8483,1190,97233.05732
152808.4073,1191,97322.10608
152827.5325,1192,97420.84477
152847.2533,1193,97529.73279
152867.5992,1194,97649.22955
152888.5996,1195,97779.79447
152910.2842,1196,97921.88693
152932.6823,1197,98075.96636
152955.8235,1198,98242.49217
152979.7371,1199,98421.92375
153004.4528,1200,98614.72051
153030,1201,98821.34187
153056.3912,1202,99042.09324
153083.5712,1203,99276.66404
153111.4679,1204,99524.58973
153140.009,1205,99785.40574
153169.1224,1206,100058.6475
153198.7359,1207,100343.8505
153228.7774,1208,100640.5501
153259.1747,1209,100948.2818
153289.8556,1210,101266.581
153320.7479,1211,101594.9832
153351.7795,1212,101933.0238
153382.8782,1213,102280.2382
153413.9718,1214,102636.1619
153444.9882,1215,103000.3304
153475.8552,1216,103372.279
153506.5007,1217,103751.5432
153536.8523,1218,104137.6584
153566.8381,1219,104530.1602
153596.3858,1220,104928.5838
153625.4232,1221,105332.4649
153653.8782,1222,105741.3387
153681.6786,1223,106154.7408
153708.7522,1224,106572.2065
153735.0269,1225,106993.2715
153760.4305,1226,107417.4709
153784.8909,1227,107844.3404
153808.3357,1228,108273.4153
153830.693,1229,108704.2311
153851.8905,1230,109136.3233
153871.856,1231,109569.2272
153890.5174,1232,110002.4783
153907.8025,1233,110435.6121
153923.6391,1234,110868.164
153937.9552,1235,111299.6694
153950.6784,1236,111729.6637
153961.7366,1237,112157.6825
153971.0577,1238,112583.2611
153978.5694,1239,113005.9351
153984.1997,1240,113425.2397
153987.8764,1241,113840.7105
153989.5272,1242,114251.883
153989.08,1243,114658.2925
153986.4626,1244,115059.4745
153981.603,1245,115454.9644
153974.4288,1246,115844.2977
153964.8679,1247,116227.0098
153952.8482,1248,116602.6362
153938.2975,1249,116970.7123
153921.1436,1250,117330.7735
153901.3143,1251,117682.3552
153878.7376,1252,118024.993
153853.3411,1253,118358.2223
153825.0528,1254,118681.5784
153793.8004,1255,118994.5969
153759.5118,1256,119296.8132
153722.1149,1257,119587.7627
153681.5374,1258,119866.9808
153637.7072,1259,120134.003
153590.5521,1260,120388.3648
153540,1261,120629.6016
153486.0107,1262,120857.3743
153428.6722,1263,121071.846
153368.1045,1264,121273.3054
153304.4277,1265,121462.0411
153237.7618,1266,121638.3416
153168.2268,1267,121802.4956
153095.9428,1268,121954.7917
153021.0297,1269,122095.5185
152943.6077,1270,122224.9647
152863.7967,1271,122343.4187
152781.7168,1272,122451.1694
152697.4881,1273,122548.5052
152611.2304,1274,122635.7148
152523.0639,1275,122713.0868
152433.1087,1276,122780.9098
152341.4846,1277,122839.4724
152248.3118,1278,122889.0632
152153.7103,1279,122929.9709
152057.8001,1280,122962.484
151960.7013,1281,122986.8913
151862.5339,1282,123003.4812
151763.4178,1283,123012.5424
151663.4732,1284,123014.3635
151562.8201,1285,123009.2331
151461.5784,1286,122997.4399
151359.8683,1287,122979.2725
151257.8098,1288,122955.0194
151155.5228,1289,122924.9693
151053.1275,1290,122889.4108
150950.7438,1291,122848.6324
150848.4918,1292,122802.923
150746.4915,1293,122752.5709
150644.863,1294,122697.8649
150543.7262,1295,122639.0935
150443.2012,1296,122576.5455
150343.4081,1297,122510.5093
150244.4668,1298,122441.2736
150146.4974,1299,122369.127
150049.6199,1300,122294.3582
149953.9544,1301,122217.2557
149859.6208,1302,122138.1081
149766.7393,1303,122057.2041
149675.4298,1304,121974.8323
149585.8124,1305,121891.2813
149498.0071,1306,121806.8397
149412.1339,1307,121721.7961
149328.3129,1308,121636.4392
149246.664,1309,121551.0575
149167.3074,1310,121465.9396
149090.3631,1311,121381.3743
149015.951,1312,121297.65
148944.1912,1313,121215.0554
148875.2038,1314,121133.8791
148809.1088,1315,121054.4098
148746.0261,1316,120976.936
148686.0759,1317,120901.7463
148629.3782,1318,120829.1295
148576.0529,1319,120759.374
148526.2202,1320,120692.7685
148480,1321,120629.6016
148437.4833,1322,120570.0998
148398.6442,1323,120514.2411
148363.4279,1324,120461.9414
148331.7796,1325,120413.1166
148303.6442,1326,120367.6826
148278.9669,1327,120325.5553
148257.6929,1328,120286.6506
148239.7672,1329,120250.8843
148225.1349,1330,120218.1723
148213.7411,1331,120188.4306
148205.531,1332,120161.5751
148200.4496,1333,120137.5215
148198.442,1334,120116.1859
148199.4534,1335,120097.4841
148203.4289,1336,120081.3319
148210.3135,1337,120067.6454
148220.0524,1338,120056.3404
148232.5906,1339,120047.3327
148247.8734,1340,120040.5383
148265.8457,1341,120035.873
148286.4526,1342,120033.2528
148309.6394,1343,120032.5935
148335.3511,1344,120033.8111
148363.5328,1345,120036.8214
148394.1296,1346,120041.5402
148427.0866,1347,120047.8836
148462.3489,1348,120055.7674
148499.8616,1349,120065.1075
148539.5698,1350,120075.8197
148581.4187,1351,120087.82
148625.3533,1352,120101.0243
148671.3188,1353,120115.3484
148719.2602,1354,120130.7083
148769.1227,1355,120147.0198
148820.8513,1356,120164.1988
148874.3912,1357,120182.1612
148929.6874,1358,120200.823
148986.6851,1359,120220.0999
149045.3294,1360,120239.9079
149105.5654,1361,120260.1629
149167.3382,1362,120280.7808
149230.5928,1363,120301.6775
149295.2745,1364,120322.7688
149361.3282,1365,120343.9706
149428.6992,1366,120365.1989
149497.3325,1367,120386.3695
149567.1732,1368,120407.3983
149638.1664,1369,120428.2013
149710.2572,1370,120448.6942
149783.3908,1371,120468.793
149857.5122,1372,120488.4137
149932.5666,1373,120507.4719
150008.499,1374,120525.8838
150085.2545,1375,120543.5651
150162.7784,1376,120560.4318
150241.0155,1377,120576.3997
150319.9112,1378,120591.3847
150399.4104,1379,120605.3028
150479.4583,1380,120618.0698
150560,1381,120629.6016
150640.9806,1382,120639.8141
150722.3451,1383,120648.6231
150804.0388,1384,120655.9447
150886.0067,1385,120661.6946
150968.1939,1386,120665.7888
151050.5455,1387,120668.1431
151133.0066,1388,120668.6735
151215.5223,1389,120667.2958
151298.0378,1390,120663.926
151380.4981,1391,120658.4798
151462.8483,1392,120650.8733
151545.0336,1393,120641.0223
151626.999,1394,120628.8427
151708.6897,1395,120614.2503
151790.0508,1396,120597.1611
151871.0273,1397,120577.491
151951.5644,1398,120555.1559
152031.6072,1399,120530.0716
152111.1007,1400,120502.154
152189.9901,1401,120471.3191
152268.2206,1402,120437.4827
152345.7371,1403,120400.5607
152422.4848,1404,120360.469
152498.4088,1405,120317.1235
152573.4543,1406,120270.4401
152647.5662,1407,120220.3347
152720.6898,1408,120166.7232
152792.7701,1409,120109.5214
152863.7522,1410,120048.6452
152933.5813,1411,119984.0107
153002.2024,1412,119915.5335
153069.5606,1413,119843.1297
153135.6011,1414,119766.7151
153200.269,1415,119686.2056
153263.5093,1416,119601.5171
153325.2672,1417,119512.5654
153385.4878,1418,119419.2666
153444.1161,1419,119321.5365
153501.0974,1420,119219.2909
153556.3766,1421,119112.4458
153609.8989,1422,119000.917
153661.6094,1423,118884.6204
153711.4532,1424,118763.472
153759.3754,1425,118637.3876
153805.3211,1426,118506.2832
153849.2355,1427,118370.0745
153891.0635,1428,118228.6775
153930.7504,1429,118082.0081
153968.2412,1430,117929.9822
154003.4811,1431,117772.5157
154036.4151,1432,117609.5244
154066.9884,1433,117440.9243
154095.146,1434,117266.6312
154120.8331,1435,117086.561
154143.9947,1436,116900.6297
154164.576,1437,116708.7531
154182.5221,1438,116510.8471
154197.778,1439,116306.8276
154210.289,1440,116096.6105
