X_Value,Base,Z1_Value,Variation,Y_Value,Z_Value
354,534551.1875,-144038.25,-3600.375,530950.8125,390512.9375
355,534551.1875,-143944.0313,-2613.875,531937.3125,390607.1562
356,534551.1875,-143838.4688,-1641.625,532909.5625,390712.7187
357,534551.1875,-143721.3281,-684.0625,533867.125,390829.8594
358,534551.1875,-143592.2969,258.0625,534809.25,390958.8906
359,534551.1875,-143451.125,1184.3125,535735.5,391100.0625
360,534551.1875,-143297.5156,2093.9375,536645.125,391253.6719
361,534551.1875,-143131.1875,2986.375,537537.5625,391420
362,534551.1875,-142951.9688,3861.25,538412.4375,391599.2187
363,534551.1875,-142759.9844,4718.6875,539269.875,391791.2031
364,534551.1875,-142555.4844,5559.1875,540110.375,391995.7031
365,534551.1875,-142338.6875,6383.125,540934.3125,392212.5
366,534551.1875,-142109.8281,7190.875,541742.0625,392441.3594
367,534551.1875,-141869.1406,7982.875,542534.0625,392682.0469
368,534551.1875,-141616.8594,8759.5,543310.6875,392934.3281
369,534551.1875,-141353.2031,9521.125,544072.3125,393197.9844
370,534551.1875,-141078.4219,10268.125,544819.3125,393472.7656
371,534551.1875,-140792.7344,11001,545552.1875,393758.4531
372,534551.1875,-140496.3906,11720.125,546271.3125,394054.7969
373,534551.1875,-140189.5938,12425.8125,546977,394361.5937
374,534551.1875,-139872.5938,13118.5625,547669.75,394678.5937
375,534551.1875,-139545.625,13798.6875,548349.875,395005.5625
376,534551.1875,-139208.9063,14466.6875,549017.875,395342.2812
377,534551.1875,-138862.6875,15122.8125,549674,395688.5
378,534551.1875,-138507.1719,15767.625,550318.8125,396044.0156
379,534551.1875,-138142.625,16401.4375,550952.625,396408.5625
380,534551.1875,-137769.25,17024.6875,551575.875,396781.9375
381,534551.1875,-137387.2969,17637.75,552188.9375,397163.8906
382,534551.1875,-136997,18241,552792.1875,397554.1875
383,534551.1875,-136598.5781,18834.875,553386.0625,397952.6094
384,534551.1875,-136192.25,19419.75,553970.9375,398358.9375
385,534551.1875,-135778.2813,19996.0625,554547.25,398772.9062
386,534551.1875,-135356.8906,20564.1875,555115.375,399194.2969
387,534551.1875,-134928.2969,21124.5,555675.6875,399622.8906
388,534551.1875,-134492.75,21677.375,556228.5625,400058.4375
389,534551.1875,-134050.4688,22223.3125,556774.5,400500.7187
390,534551.1875,-133601.6875,22762.6875,557313.875,400949.5
391,534551.1875,-133146.6406,23295.875,557847.0625,401404.5469
392,534551.1875,-132685.5625,23823.1875,558374.375,401865.625
393,534551.1875,-132218.6875,24345.1875,558896.375,402332.5
394,534551.1875,-131746.2344,24862.1875,559413.375,402804.9531
395,534551.1875,-131268.4375,25374.5625,559925.75,403282.75
396,534551.1875,-130785.5469,25882.75,560433.9375,403765.6406
397,534551.1875,-130297.7734,26387.125,560938.3125,404253.4141
398,534551.1875,-129805.3516,26888.125,561439.3125,404745.8359
399,534551.1875,-129308.5234,27386.125,561937.3125,405242.6641
400,534551.1875,-128807.5156,27881.5,562432.6875,405743.6719
401,534551.1875,-128302.5547,28374.6875,562925.875,406248.6328
402,534551.1875,-127793.8828,28866.125,563417.3125,406757.3047
403,534551.1875,-127281.7266,29356.125,563907.3125,407269.4609
404,534551.1875,-126766.3125,29845.125,564396.3125,407784.875
405,534551.1875,-126247.875,30333.5,564884.6875,408303.3125
406,534551.1875,-125726.6563,30821.6875,565372.875,408824.5312
407,534551.1875,-125202.875,31310.125,565861.3125,409348.3125
408,534551.1875,-124676.7656,31799.0625,566350.25,409874.4219
409,534551.1875,-124148.5703,32289.0625,566840.25,410402.6172
410,534551.1875,-123618.5078,32780.4375,567331.625,410932.6797
411,534551.1875,-123086.8125,33273.625,567824.8125,411464.375
412,534551.1875,-122553.7188,33769,568320.1875,411997.4687
413,534551.1875,-122019.4609,34267,568818.1875,412531.7266
414,534551.1875,-121484.2656,34767.9375,569319.125,413066.9219
415,534551.1875,-120948.3672,35272.3125,569823.5,413602.8203
416,534551.1875,-120412,35780.4375,570331.625,414139.1875
417,534551.1875,-119875.3906,36292.75,570843.9375,414675.7969
418,534551.1875,-119338.7734,36809.6875,571360.875,415212.4141
419,534551.1875,-118802.375,37331.625,571882.8125,415748.8125
420,534551.1875,-118266.4375,37858.9375,572410.125,416284.75
421,534551.1875,-117731.1875,38392,572943.1875,416820
422,534551.1875,-117196.8047,38931.125,573482.3125,417354.3828
423,534551.1875,-116663.2891,39476.1875,574027.375,417887.8984
424,534551.1875,-116130.5859,40026.6875,574577.875,418420.6016
425,534551.1875,-115598.625,40582.375,575133.5625,418952.5625
426,534551.1875,-115067.3672,41142.9375,575694.125,419483.8203
427,534551.1875,-114536.75,41708,576259.1875,420014.4375
428,534551.1875,-114006.7266,42277.1875,576828.375,420544.4609
429,534551.1875,-113477.2266,42850.25,577401.4375,421073.9609
430,534551.1875,-112948.2031,43426.75,577977.9375,421602.9844
431,534551.1875,-112419.6016,44006.5,578557.6875,422131.5859
432,534551.1875,-111891.3672,44589,579140.1875,422659.8203
433,534551.1875,-111363.4375,45174,579725.1875,423187.75
434,534551.1875,-110835.7656,45761.1875,580312.375,423715.4219
435,534551.1875,-110308.2891,46350.125,580901.3125,424242.8984
436,534551.1875,-109780.9609,46940.5625,581491.75,424770.2266
437,534551.1875,-109253.7188,47532.1875,582083.375,425297.4687
438,534551.1875,-108726.5078,48124.5625,582675.75,425824.6797
439,534551.1875,-108199.2734,48717.4375,583268.625,426351.9141
440,534551.1875,-107671.9609,49310.375,583861.5625,426879.2266
441,534551.1875,-107144.5156,49903.1875,584454.375,427406.6719
442,534551.1875,-106616.8828,50495.375,585046.5625,427934.3047
443,534551.1875,-106089.0078,51086.75,585637.9375,428462.1797
444,534551.1875,-105560.8281,51676.875,586228.0625,428990.3594
445,534551.1875,-105032.2969,52265.5,586816.6875,429518.8906
446,534551.1875,-104503.3516,52852.1875,587403.375,430047.8359
447,534551.1875,-103973.9453,53436.625,587987.8125,430577.2422
448,534551.1875,-103444.0078,54018.5625,588569.75,431107.1797
449,534551.1875,-102913.5,54597.5625,589148.75,431637.6875
450,534551.1875,-102382.3594,55173.375,589724.5625,432168.8281
451,534551.1875,-101850.5391,55745.5625,590296.75,432700.6484
452,534551.1875,-101317.9609,56313.8125,590865,433233.2266
453,534551.1875,-100784.5938,56877.875,591429.0625,433766.5937
454,534551.1875,-100250.375,57437.375,591988.5625,434300.8125
455,534551.1875,-99715.24219,57991.9375,592543.125,434835.9453
456,534551.1875,-99179.14063,58541.1875,593092.375,435372.0469
457,534551.1875,-98642.02344,59084.9375,593636.125,435909.1641
458,534551.1875,-98103.83594,59622.6875,594173.875,436447.3516
459,534551.1875,-97564.51563,60154.1875,594705.375,436986.6719
460,534551.1875,-97024,60679.125,595230.3125,437527.1875
461,534551.1875,-96482.25,61197.0625,595748.25,438068.9375
462,534551.1875,-95939.20313,61707.8125,596259,438611.9844
463,534551.1875,-95394.80469,62210.875,596762.0625,439156.3828
464,534551.1875,-94849,62706,597257.1875,439702.1875
465,534551.1875,-94301.72656,63192.875,597744.0625,440249.4609
466,534551.1875,-93752.9375,63671.125,598222.3125,440798.25
467,534551.1875,-93202.57031,64140.375,598691.5625,441348.6172
468,534551.1875,-92650.57813,64600.375,599151.5625,441900.6094
469,534551.1875,-92096.89844,65050.75,599601.9375,442454.2891
470,534551.1875,-91541.48438,65491.125,600042.3125,443009.7031
471,534551.1875,-90984.27344,65921.25,600472.4375,443566.9141
472,534551.1875,-90425.20313,66340.6875,600891.875,444125.9844
473,534551.1875,-89864.23438,66749.125,601300.3125,444686.9531
474,534551.1875,-89301.30469,67146.3125,601697.5,445249.8828
475,534551.1875,-88736.35156,67531.8125,602083,445814.8359
476,534551.1875,-88169.32813,67905.375,602456.5625,446381.8594
477,534551.1875,-87600.17969,68266.5625,602817.75,446951.0078
478,534551.1875,-87028.84375,68615.125,603166.3125,447522.3438
479,534551.1875,-86455.27344,68950.6875,603501.875,448095.9141
480,534551.1875,-85879.40625,69272.875,603824.0625,448671.7813
481,534551.1875,-85301.1875,69581.4375,604132.625,449250
482,534551.1875,-84720.60156,69876.0625,604427.25,449830.5859
483,534551.1875,-84137.75781,70157.0625,604708.25,450413.4297
484,534551.1875,-83552.79688,70424.625,604975.8125,450998.3906
485,534551.1875,-82965.88281,70679.0625,605230.25,451585.3047
486,534551.1875,-82377.14844,70920.75,605471.9375,452174.0391
487,534551.1875,-81786.75,71150,605701.1875,452764.4375
488,534551.1875,-81194.83594,71367,605918.1875,453356.3516
489,534551.1875,-80601.53906,71572.1875,606123.375,453949.6484
490,534551.1875,-80007.03125,71765.75,606316.9375,454544.1563
491,534551.1875,-79411.4375,71948.125,606499.3125,455139.75
492,534551.1875,-78814.91406,72119.5,606670.6875,455736.2734
493,534551.1875,-78217.61719,72280.1875,606831.375,456333.5703
494,534551.1875,-77619.67969,72430.625,606981.8125,456931.5078
495,534551.1875,-77021.25781,72570.9375,607122.125,457529.9297
496,534551.1875,-76422.5,72701.5625,607252.75,458128.6875
497,534551.1875,-75823.54688,72822.75,607373.9375,458727.6406
498,534551.1875,-75224.55469,72934.75,607485.9375,459326.6328
499,534551.1875,-74625.66406,73038,607589.1875,459925.5234
500,534551.1875,-74027.02344,73132.75,607683.9375,460524.1641
501,534551.1875,-73428.78906,73219.25,607770.4375,461122.3984
502,534551.1875,-72831.09375,73297.8125,607849,461720.0938
503,534551.1875,-72234.10156,73368.8125,607920,462317.0859
504,534551.1875,-71637.94531,73432.5,607983.6875,462913.2422
505,534551.1875,-71042.77344,73489.25,608040.4375,463508.4141
506,534551.1875,-70448.75,73539.25,608090.4375,464102.4375
507,534551.1875,-69856.00781,73582.875,608134.0625,464695.1797
508,534551.1875,-69264.69531,73620.4375,608171.625,465286.4922
509,534551.1875,-68674.96875,73652.25,608203.4375,465876.2188
510,534551.1875,-68086.96094,73678.5625,608229.75,466464.2266
511,534551.1875,-67500.83594,73699.75,608250.9375,467050.3516
512,534551.1875,-66916.73438,73716.0625,608267.25,467634.4531
513,534551.1875,-66334.79688,73727.8125,608279,468216.3906
514,534551.1875,-65755.1875,73735.3125,608286.5,468796
515,534551.1875,-65178.03516,73738.875,608290.0625,469373.1523
516,534551.1875,-64603.5,73738.8125,608290,469947.6875
517,534551.1875,-64031.72266,73735.4375,608286.625,470519.4648
518,534551.1875,-63462.85938,73729,608280.1875,471088.3281
519,534551.1875,-62897.04688,73719.8125,608271,471654.1406
520,534551.1875,-62334.44141,73708.25,608259.4375,472216.7461
521,534551.1875,-61775.1875,73694.5625,608245.75,472776
522,534551.1875,-61219.42969,73679.125,608230.3125,473331.7578
523,534551.1875,-60667.32031,73662.125,608213.3125,473883.8672
524,534551.1875,-60119.00781,73643.9375,608195.125,474432.1797
525,534551.1875,-59574.63281,73624.8125,608176,474976.5547
526,534551.1875,-59034.34766,73605.1875,608156.375,475516.8398
527,534551.1875,-58498.30078,73585.1875,608136.375,476052.8867
528,534551.1875,-57966.64063,73565.3125,608116.5,476584.5469
529,534551.1875,-57439.50781,73545.6875,608096.875,477111.6797
530,534551.1875,-56917.05859,73526.6875,608077.875,477634.1289
531,534551.1875,-56399.4375,73508.6875,608059.875,478151.75
532,534551.1875,-55886.78906,73491.875,608043.0625,478664.3984
533,534551.1875,-55379.26172,73476.625,608027.8125,479171.9258
534,534551.1875,-54877.00781,73463.25,608014.4375,479674.1797
535,534551.1875,-54380.17188,73452,608003.1875,480171.0156
536,534551.1875,-53888.89844,73443.25,607994.4375,480662.2891
537,534551.1875,-53403.33984,73437.1875,607988.375,481147.8477
538,534551.1875,-52923.64063,73434.25,607985.4375,481627.5469
539,534551.1875,-52449.95313,73434.6875,607985.875,482101.2344
540,534551.1875,-51982.41797,73438.8125,607990,482568.7695
541,534551.1875,-51521.1875,73446.9375,607998.125,483030
542,534551.1875,-51066.36719,73459.3125,608010.5,483484.8203
543,534551.1875,-50617.91406,73476,608027.1875,483933.2734
544,534551.1875,-50175.73438,73497.0625,608048.25,484375.4531
545,534551.1875,-49739.74219,73522.5,608073.6875,484811.4453
546,534551.1875,-49309.85156,73552.4375,608103.625,485241.3359
547,534551.1875,-48885.97656,73586.9375,608138.125,485665.2109
548,534551.1875,-48468.02734,73625.9375,608177.125,486083.1602
549,534551.1875,-48055.91406,73669.5,608220.6875,486495.2734
550,534551.1875,-47649.55469,73717.75,608268.9375,486901.6328
551,534551.1875,-47248.85547,73770.625,608321.8125,487302.332
552,534551.1875,-46853.73438,73828.25,608379.4375,487697.4531
553,534551.1875,-46464.10156,73890.625,608441.8125,488087.0859
554,534551.1875,-46079.87109,73957.8125,608509,488471.3164
555,534551.1875,-45700.95313,74029.8125,608581,488850.2344
556,534551.1875,-45327.25781,74106.75,608657.9375,489223.9297
557,534551.1875,-44958.70703,74188.625,608739.8125,489592.4805
558,534551.1875,-44595.20313,74275.4375,608826.625,489955.9844
559,534551.1875,-44236.66406,74367.3125,608918.5,490314.5234
560,534551.1875,-43883,74464.25,609015.4375,490668.1875
561,534551.1875,-43534.125,74566.25,609117.4375,491017.0625
562,534551.1875,-43189.94922,74673.4375,609224.625,491361.2383
563,534551.1875,-42850.39063,74785.8125,609337,491700.7969
564,534551.1875,-42515.35547,74903.375,609454.5625,492035.832
565,534551.1875,-42184.76172,75026.25,609577.4375,492366.4258
566,534551.1875,-41858.51563,75154.4375,609705.625,492692.6719
567,534551.1875,-41536.53516,75288,609839.1875,493014.6523
568,534551.1875,-41218.73047,75426.9375,609978.125,493332.457
569,534551.1875,-40905.01172,75571.375,610122.5625,493646.1758
570,534551.1875,-40595.29688,75721.25,610272.4375,493955.8906
571,534551.1875,-40289.49219,75876.6875,610427.875,494261.6953
572,534551.1875,-39987.51563,76037.6875,610588.875,494563.6719
573,534551.1875,-39689.27734,76204.3125,610755.5,494861.9102
574,534551.1875,-39394.69141,76376.625,610927.8125,495156.4961
575,534551.1875,-39103.66797,76554.5625,611105.75,495447.5195
576,534551.1875,-38816.12109,76738.3125,611289.5,495735.0664
577,534551.1875,-38531.96094,76927.875,611479.0625,496019.2266
578,534551.1875,-38251.10547,77123.1875,611674.375,496300.082
579,534551.1875,-37973.46094,77324.4375,611875.625,496577.7266
580,534551.1875,-37698.94141,77531.625,612082.8125,496852.2461
581,534551.1875,-37427.46094,77744.75,612295.9375,497123.7266
582,534551.1875,-37158.92969,77963.875,612515.0625,497392.2578
583,534551.1875,-36893.26563,78189.0625,612740.25,497657.9219
584,534551.1875,-36630.375,78420.3125,612971.5,497920.8125
585,534551.1875,-36370.17578,78657.6875,613208.875,498181.0117
586,534551.1875,-36112.57422,78901.25,613452.4375,498438.6133
587,534551.1875,-35857.48828,79151.0625,613702.25,498693.6992
588,534551.1875,-35604.82813,79407.125,613958.3125,498946.3594
589,534551.1875,-35354.50391,79669.4375,614220.625,499196.6836
590,534551.1875,-35106.43359,79938.1875,614489.375,499444.7539
591,534551.1875,-34860.52734,80213.25,614764.4375,499690.6602
592,534551.1875,-34616.69531,80494.8125,615046,499934.4922
593,534551.1875,-34374.85156,80782.8125,615334,500176.3359
594,534551.1875,-34134.90625,81077.3125,615628.5,500416.2813
595,534551.1875,-33896.77734,81378.4375,615929.625,500654.4102
596,534551.1875,-33660.375,81686.125,616237.3125,500890.8125
597,534551.1875,-33425.60938,82000.4375,616551.625,501125.5781
598,534551.1875,-33192.39844,82321.5,616872.6875,501358.7891
599,534551.1875,-32960.64844,82649.25,617200.4375,501590.5391
600,534551.1875,-32730.27344,82983.75,617534.9375,501820.9141
601,534551.1875,-32501.1875,83325.125,617876.3125,502050
602,534551.1875,-32273.31445,83673.25,618224.4375,502277.8731
603,534551.1875,-32046.61719,84027.875,618579.0625,502504.5703
604,534551.1875,-31821.07813,84388.625,618939.8125,502730.1094
605,534551.1875,-31596.67188,84755.125,619306.3125,502954.5156
606,534551.1875,-31373.375,85126.9375,619678.125,503177.8125
607,534551.1875,-31151.16797,85503.75,620054.9375,503400.0195
608,534551.1875,-30930.02539,85885.125,620436.3125,503621.1621
609,534551.1875,-30709.92578,86270.75,620821.9375,503841.2617
610,534551.1875,-30490.8457,86660.25,621211.4375,504060.3418
611,534551.1875,-30272.76367,87053.1875,621604.375,504278.4238
612,534551.1875,-30055.65625,87449.1875,622000.375,504495.5313
613,534551.1875,-29839.50195,87847.9375,622399.125,504711.6856
614,534551.1875,-29624.27539,88249,622800.1875,504926.9121
615,534551.1875,-29409.95898,88652.0625,623203.25,505141.2285
616,534551.1875,-29196.52539,89056.6875,623607.875,505354.6621
617,534551.1875,-28983.95508,89462.5,624013.6875,505567.2324
618,534551.1875,-28772.22266,89869.125,624420.3125,505778.9648
619,534551.1875,-28561.30664,90276.25,624827.4375,505989.8809
620,534551.1875,-28351.1875,90683.4375,625234.625,506200
621,534551.1875,-28141.83789,91090.3125,625641.5,506409.3496
622,534551.1875,-27933.23828,91496.5,626047.6875,506617.9492
623,534551.1875,-27725.36328,91901.625,626452.8125,506825.8242
624,534551.1875,-27518.19336,92305.3125,626856.5,507032.9941
625,534551.1875,-27311.70508,92707.25,627258.4375,507239.4824
626,534551.1875,-27105.875,93106.9375,627658.125,507445.3125
627,534551.1875,-26900.68164,93504.0625,628055.25,507650.5059
628,534551.1875,-26696.10156,93898.3125,628449.5,507855.0859
629,534551.1875,-26492.11133,94289.1875,628840.375,508059.0762
630,534551.1875,-26288.69141,94676.375,629227.5625,508262.4961
631,534551.1875,-26085.81445,95059.4375,629610.625,508465.3731
632,534551.1875,-25883.46289,95438.125,629989.3125,508667.7246
633,534551.1875,-25681.60938,95811.9375,630363.125,508869.5781
634,534551.1875,-25480.23633,96180.625,630731.8125,509070.9512
635,534551.1875,-25279.31641,96543.625,631094.8125,509271.8711
636,534551.1875,-25078.83008,96900.75,631451.9375,509472.3574
637,534551.1875,-24878.75391,97251.5,631802.6875,509672.4336
638,534551.1875,-24679.06445,97595.5625,632146.75,509872.1231
639,534551.1875,-24479.74023,97932.5,632483.6875,510071.4473
640,534551.1875,-24280.75781,98262,632813.1875,510270.4297
641,534551.1875,-24082.0957,98583.625,633134.8125,510469.0918
642,534551.1875,-23883.73242,98897.0625,633448.25,510667.4551
643,534551.1875,-23685.64063,99201.875,633753.0625,510865.5469
644,534551.1875,-23487.80273,99497.6875,634048.875,511063.3848
645,534551.1875,-23290.19336,99784.1875,634335.375,511260.9941
646,534551.1875,-23092.79102,100060.9375,634612.125,511458.3965
647,534551.1875,-22895.57227,100327.625,634878.8125,511655.6152
648,534551.1875,-22698.51563,100583.8125,635135,511852.6719
649,534551.1875,-22501.5957,100829.125,635380.3125,512049.5918
650,534551.1875,-22304.79492,101063.1875,635614.375,512246.3926
651,534551.1875,-22108.08594,101285.6875,635836.875,512443.1016
652,534551.1875,-21911.44922,101496.125,636047.3125,512639.7383
653,534551.1875,-21714.86133,101694.25,636245.4375,512836.3262
654,534551.1875,-21518.29883,101879.625,636430.8125,513032.8887
655,534551.1875,-21321.73828,102051.8125,636603,513229.4492
656,534551.1875,-21125.16016,102210.5625,636761.75,513426.0273
657,534551.1875,-20928.54102,102355.4375,636906.625,513622.6465
658,534551.1875,-20731.85547,102486.0625,637037.25,513819.332
659,534551.1875,-20535.08398,102602,637153.1875,514016.1035
660,534551.1875,-20338.20117,102703,637254.1875,514212.9863
661,534551.1875,-20141.1875,102788.5625,637339.75,514410
662,534551.1875,-19944.03906,102858.5625,637409.75,514607.1484
663,534551.1875,-19746.83984,102913.3125,637464.5,514804.3477
664,534551.1875,-19549.6875,102953.4375,637504.625,515001.5
665,534551.1875,-19352.68945,102979.4375,637530.625,515198.4981
666,534551.1875,-19155.94531,102991.9375,637543.125,515395.2422
667,534551.1875,-18959.55859,102991.4375,637542.625,515591.6289
668,534551.1875,-18763.63086,102978.5625,637529.75,515787.5566
669,534551.1875,-18568.26367,102953.75,637504.9375,515982.9238
670,534551.1875,-18373.56055,102917.6875,637468.875,516177.627
671,534551.1875,-18179.625,102870.8125,637422,516371.5625
672,534551.1875,-17986.55664,102813.8125,637365,516564.6309
673,534551.1875,-17794.45898,102747.125,637298.3125,516756.7285
674,534551.1875,-17603.43359,102671.375,637222.5625,516947.7539
675,534551.1875,-17413.58594,102587.0625,637138.25,517137.6016
676,534551.1875,-17225.01367,102494.8125,637046,517326.1738
677,534551.1875,-17037.82422,102395.125,636946.3125,517513.3633
678,534551.1875,-16852.11523,102288.5625,636839.75,517699.0723
679,534551.1875,-16667.99219,102175.75,636726.9375,517883.1953
680,534551.1875,-16485.55469,102057.1875,636608.375,518065.6328
681,534551.1875,-16304.9082,101933.375,636484.5625,518246.2793
682,534551.1875,-16126.15234,101805,636356.1875,518425.0352
683,534551.1875,-15949.3916,101672.5,636223.6875,518601.7959
684,534551.1875,-15774.72754,101536.5,636087.6875,518776.46
685,534551.1875,-15602.26172,101397.5625,635948.75,518948.9258
686,534551.1875,-15432.09668,101256.1875,635807.375,519119.0908
687,534551.1875,-15264.33594,101113,635664.1875,519286.8516
688,534551.1875,-15099.08008,100968.5,635519.6875,519452.1074
689,534551.1875,-14936.43359,100823.25,635374.4375,519614.7539
690,534551.1875,-14776.49707,100677.8125,635229,519774.6904
691,534551.1875,-14619.37305,100532.75,635083.9375,519931.8145
692,534551.1875,-14465.16406,100388.6875,634939.875,520086.0234
693,534551.1875,-14313.97266,100246.0625,634797.25,520237.2148
694,534551.1875,-14165.90137,100105.4375,634656.625,520385.2861
695,534551.1875,-14021.05176,99967.5,634518.6875,520530.1357
696,534551.1875,-13879.52734,99832.6875,634383.875,520671.6602
697,534551.1875,-13741.42969,99701.5625,634252.75,520809.7578
698,534551.1875,-13606.86035,99574.75,634125.9375,520944.3272
699,534551.1875,-13475.92285,99452.75,634003.9375,521075.2647
700,534551.1875,-13348.71973,99336.125,633887.3125,521202.4678
701,534551.1875,-13225.35156,99225.5,633776.6875,521325.8359
702,534551.1875,-13105.92285,99121.3125,633672.5,521445.2647
703,534551.1875,-12990.53516,99024.1875,633575.375,521560.6523
704,534551.1875,-12879.29004,98934.6875,633485.875,521671.8975
705,534551.1875,-12772.29004,98853.3125,633404.5,521778.8975
706,534551.1875,-12669.63867,98780.75,633331.9375,521881.5488
707,534551.1875,-12571.4375,98717.375,633268.5625,521979.75
708,534551.1875,-12477.78809,98663.875,633215.0625,522073.3994
709,534551.1875,-12388.79395,98620.8125,633172,522162.3936
710,534551.1875,-12304.55664,98588.625,633139.8125,522246.6309
711,534551.1875,-12225.17871,98568,633119.1875,522326.0088
712,534551.1875,-12150.76367,98559.4375,633110.625,522400.4238
713,534551.1875,-12081.41113,98563.4375,633114.625,522469.7764
714,534551.1875,-12017.22656,98580.6875,633131.875,522533.9609
715,534551.1875,-11958.30957,98611.625,633162.8125,522592.8779
716,534551.1875,-11904.76465,98656.875,633208.0625,522646.4229
717,534551.1875,-11856.69336,98716.9375,633268.125,522694.4941
718,534551.1875,-11814.19727,98792.4375,633343.625,522736.9902
