X_Value,Y1_Value,Base,Variation,Y4_Value,Y3_Value,Y2_Value
348,848022.6717,534551.1875,-9782.75,524768.4375,74805.90967,-400000
349,849092.572,534551.1875,-8724,525827.1875,74803.45881,-400000
350,850152.6217,534551.1875,-7675.75,526875.4375,74800.86789,-400000
351,851202.3206,534551.1875,-6638.6875,527912.5,74798.13689,-400000
352,852240.9809,534551.1875,-5613.3125,528937.875,74795.26582,-400000
353,853268.1013,534551.1875,-4600.375,529950.8125,74792.25468,-400000
354,854282.9301,534551.1875,-3600.375,530950.8125,74789.10346,-400000
355,855284.9635,534551.1875,-2613.875,531937.3125,74785.81217,-400000
356,856273.789,534551.1875,-1641.625,532909.5625,74782.3808,-400000
357,857248.4159,534551.1875,-684.0625,533867.125,74778.80935,-400000
358,858208.5124,534551.1875,258.0625,534809.25,74775.09783,-400000
359,859153.3204,534551.1875,1184.3125,535735.5,74771.24621,-400000
360,860082.4174,534551.1875,2093.9375,536645.125,74767.25453,-400000
361,860995.0295,534551.1875,2986.375,537537.5625,74763.12277,-239717.3811
362,701740.1394,534551.1875,3861.25,538412.4375,74758.85325,-239717.3811
363,702618.3387,534551.1875,4718.6875,539269.875,74754.45766,-239717.3811
364,703479.2452,534551.1875,5559.1875,540110.375,74749.94999,-239717.3811
365,704323.3444,534551.1875,6383.125,540934.3125,74745.34426,-239717.3811
366,705150.9967,534551.1875,7190.875,541742.0625,74740.65449,-9588.695243
367,476058.4863,534551.1875,7982.875,542534.0625,74735.89466,-9588.695243
368,476854.3937,534551.1875,8759.5,543310.6875,74731.0788,-9588.695243
369,477634.9986,534551.1875,9521.125,544072.3125,74726.2209,-9588.695243
370,478400.6615,534551.1875,10268.125,544819.3125,74721.33497,-9588.695243
371,479151.743,534551.1875,11001,545552.1875,74716.43502,-383.5478097
372,470693.4217,534551.1875,11720.125,546271.3125,74711.53507,-383.5478097
373,471416.6722,534551.1875,12425.8125,546977,74706.64911,-383.5478097
374,472126.4855,534551.1875,13118.5625,547669.75,74701.79115,-383.5478097
375,472823.3471,534551.1875,13798.6875,548349.875,74696.9752,-383.5478097
376,473507.5553,534551.1875,14466.6875,549017.875,74692.21527,-15.3419124
377,473811.7844,534551.1875,15122.8125,549674,74687.52537,-15.3419124
378,474471.8923,534551.1875,15767.625,550318.8125,74682.91949,-15.3419124
379,475120.6158,534551.1875,16401.4375,550952.625,74678.41166,-15.3419124
380,475758.253,534551.1875,17024.6875,551575.875,74674.01587,-15.3419124
381,476385.2271,534551.1875,17637.75,552188.9375,74669.74613,-0.613676496
382,476987.1861,534551.1875,18241,552792.1875,74665.61646,-0.613676496
383,477593.9157,534551.1875,18834.875,553386.0625,74661.64084,-0.613676496
384,478191.1264,534551.1875,19419.75,553970.9375,74657.83331,-0.613676496
385,478779.1787,534551.1875,19996.0625,554547.25,74654.20786,-0.613676496
386,479358.4958,534551.1875,20564.1875,555115.375,74650.77849,-0.024547071
387,479928.8497,534551.1875,21124.5,555675.6875,74647.55923,-0.024547071
388,480491.778,534551.1875,21677.375,556228.5625,74644.56407,-0.024547071
389,481047.0529,534551.1875,22223.3125,556774.5,74641.80702,-0.024547071
390,481595.1599,534551.1875,22762.6875,557313.875,74639.30208,-0.024547071
391,482136.4594,534551.1875,23295.875,557847.0625,74637.06328,-0.000981899
392,482671.2886,534551.1875,23823.1875,558374.375,74635.1046,-0.000981899
393,483199.9928,534551.1875,24345.1875,558896.375,74633.44006,-0.000981899
394,483723.0963,534551.1875,24862.1875,559413.375,74632.08367,-0.000981899
395,484240.8972,534551.1875,25374.5625,559925.75,74631.04943,-0.000981899
396,484753.7563,534551.1875,25882.75,560433.9375,74630.35135,-3.93E-05
397,485262.0955,534551.1875,26387.125,560938.3125,74630.00344,-3.93E-05
398,485766.2774,534551.1875,26888.125,561439.3125,74630.01971,-3.93E-05
399,486266.7241,534551.1875,27386.125,561937.3125,74630.41416,-3.93E-05
400,486763.7961,534551.1875,27881.5,562432.6875,74631.2008,-3.93E-05
401,487257.8542,534551.1875,28374.6875,562925.875,74632.39363,-1.58E-06
402,487749.3211,534551.1875,28866.125,563417.3125,74634.00668,-1.58E-06
403,488238.6202,534551.1875,29356.125,563907.3125,74636.05393,-1.58E-06
404,488726.0495,534551.1875,29845.125,564396.3125,74638.5494,-1.58E-06
405,489212.0321,534551.1875,30333.5,564884.6875,74641.50709,-1.58E-06
406,489696.9286,534551.1875,30821.6875,565372.875,74644.94102,-6.61E-08
407,490181.162,534551.1875,31310.125,565861.3125,74648.86519,-6.61E-08
408,490665.1553,534551.1875,31799.0625,566350.25,74653.2936,-6.61E-08
409,491149.1443,534551.1875,32289.0625,566840.25,74658.24027,-6.61E-08
410,491633.6769,534551.1875,32780.4375,567331.625,74663.71921,-6.61E-08
411,492119.0512,534551.1875,33273.625,567824.8125,74669.7444,400000
412,93097.07527,534551.1875,33769,568320.1875,74676.32988,400000
413,93585.34457,534551.1875,34267,568818.1875,74683.48963,400000
414,94075.66234,534551.1875,34767.9375,569319.125,74691.23769,400000
415,94568.32676,534551.1875,35272.3125,569823.5,74699.58803,400000
416,95063.82328,534551.1875,35780.4375,570331.625,74708.55468,400000
417,95562.45011,534551.1875,36292.75,570843.9375,74718.15165,400000
418,96064.63026,534551.1875,36809.6875,571360.875,74728.39294,400000
419,96570.78679,534551.1875,37331.625,571882.8125,74739.29254,400000
420,97081.28031,534551.1875,37858.9375,572410.125,74750.86448,400000
421,97596.47142,534551.1875,38392,572943.1875,74763.12277,400000
422,98116.72074,534551.1875,38931.125,573482.3125,74776.09453,400000
423,98642.31334,534551.1875,39476.1875,574027.375,74789.85945,400000
424,99173.04483,534551.1875,40026.6875,574577.875,74804.51035,400000
425,99708.32307,534551.1875,40582.375,575133.5625,74820.14001,400000
426,100247.8056,534551.1875,41142.9375,575694.125,74836.84127,400000
427,100791.0876,534551.1875,41708,576259.1875,74854.70694,400000
428,101337.7017,534551.1875,42277.1875,576828.375,74873.82981,400000
429,101887.1807,534551.1875,42850.25,577401.4375,74894.30272,400000
430,102439.1819,534551.1875,43426.75,577977.9375,74916.21845,400000
431,102993.1758,534551.1875,44006.5,578557.6875,74939.66982,400000
432,103548.8822,534551.1875,44589,579140.1875,74964.74965,400000
433,104105.7091,534551.1875,45174,579725.1875,74991.55076,400000
434,104663.3139,534551.1875,45761.1875,580312.375,75020.16593,400000
435,105221.2919,534551.1875,46350.125,580901.3125,75050.68799,400000
436,105779.1131,534551.1875,46940.5625,581491.75,75083.20976,400000
437,106336.4353,534551.1875,47532.1875,582083.375,75117.82402,400000
438,106892.8535,534551.1875,48124.5625,582675.75,75154.62361,400000
439,107447.838,534551.1875,48717.4375,583268.625,75193.70133,400000
440,108001.0462,534551.1875,49310.375,583861.5625,75235.14999,400000
441,108551.9486,534551.1875,49903.1875,584454.375,75279.0624,400000
442,109100.2651,534551.1875,50495.375,585046.5625,75325.53137,400000
443,109645.4034,534551.1875,51086.75,585637.9375,75374.64972,400000
444,110187.0836,534551.1875,51676.875,586228.0625,75426.51024,400000
445,110724.776,534551.1875,52265.5,586816.6875,75481.20576,400000
446,111258.1378,534551.1875,52852.1875,587403.375,75538.82909,400000
447,111786.6397,534551.1875,53436.625,587987.8125,75599.47305,400000
448,112309.8766,534551.1875,54018.5625,588569.75,75663.23041,400000
449,112827.5065,534551.1875,54597.5625,589148.75,75730.19402,400000
450,113338.9991,534551.1875,55173.375,589724.5625,75800.45668,400000
451,113844.012,534551.1875,55745.5625,590296.75,75874.1112,400000
452,114342.0154,534551.1875,56313.8125,590865,75951.25039,400000
453,114832.6049,534551.1875,56877.875,591429.0625,76031.96705,400000
454,115315.437,534551.1875,57437.375,591988.5625,76116.35401,400000
455,115790.0458,534551.1875,57991.9375,592543.125,76204.50407,400000
456,116255.9637,534551.1875,58541.1875,593092.375,76296.51004,400000
457,116712.7228,534551.1875,59084.9375,593636.125,76392.46473,400000
458,117160.0431,534551.1875,59622.6875,594173.875,76492.46096,400000
459,117597.3325,534551.1875,60154.1875,594705.375,76596.59154,400000
460,118024.2487,534551.1875,60679.125,595230.3125,76704.94926,400000
461,118440.387,534551.1875,61197.0625,595748.25,76817.62696,400000
462,118845.2161,534551.1875,61707.8125,596259,76934.71743,400000
463,119238.4587,534551.1875,62210.875,596762.0625,77056.31349,400000
464,119619.5224,534551.1875,62706,597257.1875,77182.50794,400000
465,119988.0623,534551.1875,63192.875,597744.0625,77313.39361,400000
466,120343.6745,534551.1875,63671.125,598222.3125,77449.0633,400000
467,120685.8927,534551.1875,64140.375,598691.5625,77589.60982,400000
468,121014.2465,534551.1875,64600.375,599151.5625,77735.12597,400000
469,121328.3983,534551.1875,65050.75,599601.9375,77885.70459,400000
470,121627.8761,534551.1875,65491.125,600042.3125,78041.43845,400000
471,121912.2194,534551.1875,65921.25,600472.4375,78202.4204,400000
472,122181.0797,534551.1875,66340.6875,600891.875,78368.74323,400000
473,122433.9277,534551.1875,66749.125,601300.3125,78540.49976,400000
474,122670.3588,534551.1875,67146.3125,601697.5,78717.78279,400000
475,122890.0317,534551.1875,67531.8125,602083,78900.68513,400000
476,123092.4165,534551.1875,67905.375,602456.5625,79089.29961,400000
477,123277.1705,534551.1875,68266.5625,602817.75,79283.71902,400000
478,123443.7652,534551.1875,68615.125,603166.3125,79484.03618,400000
479,123591.8558,534551.1875,68950.6875,603501.875,79690.3439,400000
480,123720.9762,534551.1875,69272.875,603824.0625,79902.73498,400000
481,123830.6583,534551.1875,69581.4375,604132.625,80121.30226,400000
482,123920.5604,534551.1875,69876.0625,604427.25,80346.11133,400000
483,123990.3065,534551.1875,70157.0625,604708.25,80577.11908,400000
484,124040.2424,534551.1875,70424.625,604975.8125,80814.25521,400000
485,124070.6422,534551.1875,70679.0625,605230.25,81057.44938,400000
486,124081.8669,534551.1875,70920.75,605471.9375,81306.63129,400000
487,124074.3974,534551.1875,71150,605701.1875,81561.73063,400000
488,124048.5777,534551.1875,71367,605918.1875,81822.67709,400000
489,124004.6806,534551.1875,71572.1875,606123.375,82089.40035,400000
490,123943.2133,534551.1875,71765.75,606316.9375,82361.8301,400000
491,123864.4325,534551.1875,71948.125,606499.3125,82639.89604,400000
492,123768.8469,534551.1875,72119.5,606670.6875,82923.52784,400000
493,123656.7118,534551.1875,72280.1875,606831.375,83212.65519,400000
494,123528.4131,534551.1875,72430.625,606981.8125,83507.20778,400000
495,123384.4458,534551.1875,72570.9375,607122.125,83807.1153,400000
496,123225.0278,534551.1875,72701.5625,607252.75,84112.30744,400000
497,123050.6525,534551.1875,72822.75,607373.9375,84422.71387,400000
498,122861.6373,534551.1875,72934.75,607485.9375,84738.26431,400000
499,122658.301,534551.1875,73038,607589.1875,85058.88841,400000
500,122441.1611,534551.1875,73132.75,607683.9375,85384.5159,400000
501,122210.5211,534551.1875,73219.25,607770.4375,85715.07642,400000
502,121966.7253,534551.1875,73297.8125,607849,86050.49969,400000
503,121710.1467,534551.1875,73368.8125,607920,86390.71539,400000
504,121441.2239,534551.1875,73432.5,607983.6875,86735.6532,400000
505,121160.2745,534551.1875,73489.25,608040.4375,87085.24281,400000
506,120867.7485,534551.1875,73539.25,608090.4375,87439.41392,400000
507,120563.905,534551.1875,73582.875,608134.0625,87798.0962,400000
508,120249.1837,534551.1875,73620.4375,608171.625,88161.21935,400000
509,119923.9709,534551.1875,73652.25,608203.4375,88528.71306,400000
510,119588.6502,534551.1875,73678.5625,608229.75,88900.507,400000
511,119243.5371,534551.1875,73699.75,608250.9375,89276.53087,400000
512,118889.0801,534551.1875,73716.0625,608267.25,89656.71435,400000
513,118525.5988,534551.1875,73727.8125,608279,90040.98714,400000
514,118153.4731,534551.1875,73735.3125,608286.5,90429.27892,400000
515,117773.0873,534551.1875,73738.875,608290.0625,90821.51938,400000
516,117384.8239,534551.1875,73738.8125,608290,91217.63819,400000
517,116989.0651,534551.1875,73735.4375,608286.625,91617.56507,400000
518,116586.1934,534551.1875,73729,608280.1875,92021.22968,400000
519,116176.5316,534551.1875,73719.8125,608271,92428.56172,400000
520,115760.4562,534551.1875,73708.25,608259.4375,92839.49088,400000
521,115338.4145,534551.1875,73694.5625,608245.75,93253.94684,400000
522,114910.7283,534551.1875,73679.125,608230.3125,93671.85929,400000
523,114477.8348,534551.1875,73662.125,608213.3125,94093.15792,400000
524,114040.0069,534551.1875,73643.9375,608195.125,94517.7724,400000
525,113597.6774,534551.1875,73624.8125,608176,94945.63245,400000
526,113151.1705,534551.1875,73605.1875,608156.375,95376.66773,400000
527,112700.9903,534551.1875,73585.1875,608136.375,95810.80794,400000
528,112247.3337,534551.1875,73565.3125,608116.5,96247.98276,400000
529,111790.7703,534551.1875,73545.6875,608096.875,96688.12189,400000
530,111331.4967,534551.1875,73526.6875,608077.875,97131.15501,400000
531,110869.9509,534551.1875,73508.6875,608059.875,97577.0118,400000
532,110406.5922,534551.1875,73491.875,608043.0625,98025.62196,400000
533,109941.6634,534551.1875,73476.625,608027.8125,98476.91517,400000
534,109475.619,534551.1875,73463.25,608014.4375,98930.82112,400000
535,109008.8353,534551.1875,73452,608003.1875,99387.2695,400000
536,108541.6347,534551.1875,73443.25,607994.4375,99846.18998,400000
537,108074.4619,534551.1875,73437.1875,607988.375,100307.5123,400000
538,107607.5747,534551.1875,73434.25,607985.4375,100771.1661,400000
539,107141.479,534551.1875,73434.6875,607985.875,101237.081,400000
540,106676.4984,534551.1875,73438.8125,607990,101705.1869,400000
541,106213.0097,534551.1875,73446.9375,607998.125,102175.4132,400000
542,105751.4,534551.1875,73459.3125,608010.5,102647.7079,400000
543,105291.9696,534551.1875,73476,608027.1875,103122.0907,400000
544,104834.7612,534551.1875,73497.0625,608048.25,103598.5998,400000
545,104379.7993,534551.1875,73522.5,608073.6875,104077.2729,400000
546,103927.046,534551.1875,73552.4375,608103.625,104558.1482,400000
547,103476.588,534551.1875,73586.9375,608138.125,105041.2635,400000
548,103028.4505,534551.1875,73625.9375,608177.125,105526.6568,400000
549,102582.5317,534551.1875,73669.5,608220.6875,106014.3662,400000
550,102138.8578,534551.1875,73717.75,608268.9375,106504.4294,400000
551,101697.5087,534551.1875,73770.625,608321.8125,106996.8846,400000
552,101258.3979,534551.1875,73828.25,608379.4375,107491.7697,400000
553,100821.6027,534551.1875,73890.625,608441.8125,107989.1226,400000
554,100387.0891,534551.1875,73957.8125,608509,108488.9813,400000
555,99954.87759,534551.1875,74029.8125,608581,108991.3838,400000
556,99524.94311,534551.1875,74106.75,608657.9375,109496.368,400000
557,99097.34895,534551.1875,74188.625,608739.8125,110003.9719,400000
558,98672.0764,534551.1875,74275.4375,608826.625,110514.2334,400000
559,98249.06506,534551.1875,74367.3125,608918.5,111027.1906,400000
560,97828.43096,534551.1875,74464.25,609015.4375,111542.8814,400000
561,97410.1212,534551.1875,74566.25,609117.4375,112061.3437,400000
562,96994.10203,534551.1875,74673.4375,609224.625,112582.6155,400000
563,96580.45918,534551.1875,74785.8125,609337,113106.7349,400000
564,96169.1557,534551.1875,74903.375,609454.5625,113633.7396,400000
565,95760.15647,534551.1875,75026.25,609577.4375,114163.6678,400000
566,95353.53973,534551.1875,75154.4375,609705.625,114696.5573,400000
567,94949.25173,534551.1875,75288,609839.1875,115232.4462,400000
568,94547.35245,534551.1875,75426.9375,609978.125,115771.3723,400000
569,94147.78945,534551.1875,75571.375,610122.5625,116313.3738,400000
570,93750.65053,534551.1875,75721.25,610272.4375,116858.4884,400000
571,93355.83432,534551.1875,75876.6875,610427.875,117406.7543,400000
572,92963.41684,534551.1875,76037.6875,610588.875,117958.2093,400000
573,92573.37722,534551.1875,76204.3125,610755.5,118512.8914,400000
574,92185.73325,534551.1875,76376.625,610927.8125,119070.8386,400000
575,91800.50942,534551.1875,76554.5625,611105.75,119632.0888,400000
576,91417.60613,534551.1875,76738.3125,611289.5,120196.6801,400000
577,91037.17264,534551.1875,76927.875,611479.0625,120764.6503,400000
578,90659.1719,534551.1875,77123.1875,611674.375,121336.0374,400000
579,90283.50477,534551.1875,77324.4375,611875.625,121910.8795,400000
580,89910.28663,534551.1875,77531.625,612082.8125,122489.2144,400000
581,89539.5427,534551.1875,77744.75,612295.9375,123071.0801,400000
582,89171.18661,534551.1875,77963.875,612515.0625,123656.5147,400000
583,88805.27564,534551.1875,78189.0625,612740.25,124245.5559,400000
584,88441.79568,534551.1875,78420.3125,612971.5,124838.2419,400000
585,88080.76447,534551.1875,78657.6875,613208.875,125434.6106,400000
586,87722.13295,534551.1875,78901.25,613452.4375,126034.7,400000
587,87365.99055,534551.1875,79151.0625,613702.25,126638.5479,400000
588,87012.32805,534551.1875,79407.125,613958.3125,127246.1924,400000
589,86661.12281,534551.1875,79669.4375,614220.625,127857.6715,400000
590,86312.3242,534551.1875,79938.1875,614489.375,128473.023,400000
591,85966.11545,534551.1875,80213.25,614764.4375,129092.285,400000
592,85622.25717,534551.1875,80494.8125,615046,129715.4955,400000
593,85280.97214,534551.1875,80782.8125,615334,130342.6923,400000
594,84942.13567,534551.1875,81077.3125,615628.5,130973.9135,400000
595,84605.77215,534551.1875,81378.4375,615929.625,131609.197,400000
596,84271.96863,534551.1875,81686.125,616237.3125,132248.5808,400000
597,83940.62465,534551.1875,82000.4375,616551.625,132892.1029,400000
598,83611.76484,534551.1875,82321.5,616872.6875,133539.8011,400000
599,83285.476,534551.1875,82649.25,617200.4375,134191.7136,400000
600,82961.65794,534551.1875,82983.75,617534.9375,134847.8781,400000
601,82640.33501,534551.1875,83325.125,617876.3125,135508.3328,400000
602,82321.59428,534551.1875,83673.25,618224.4375,136173.0403,400000
603,82005.34807,534551.1875,84027.875,618579.0625,136841.6619,400000
604,81691.68499,534551.1875,84388.625,618939.8125,137513.7838,400000
605,81380.64373,534551.1875,84755.125,619306.3125,138188.9921,400000
606,81072.2633,534551.1875,85126.9375,619678.125,138866.873,400000
607,80766.51995,534551.1875,85503.75,620054.9375,139547.0125,400000
608,80463.51511,534551.1875,85885.125,620436.3125,140228.9967,400000
609,80163.22503,534551.1875,86270.75,620821.9375,140912.4119,400000
610,79865.75484,534551.1875,86660.25,621211.4375,141596.844,400000
611,79571.13549,534551.1875,87053.1875,621604.375,142281.8792,-266666.6667
612,745196.2114,534551.1875,87449.1875,622000.375,142967.1036,-266666.6667
613,744907.2986,534551.1875,87847.9375,622399.125,143652.1034,-266666.6667
614,744621.3573,534551.1875,88249,622800.1875,144336.4647,-266666.6667
615,744338.3639,534551.1875,88652.0625,623203.25,145019.7735,-266666.6667
616,744058.4196,534551.1875,89056.6875,623607.875,145701.616,-400000
617,877006.296,534551.1875,89462.5,624013.6875,146381.5783,-400000
618,876732.4425,534551.1875,89869.125,624420.3125,147059.2465,-400000
619,876461.6922,534551.1875,90276.25,624827.4375,147734.2068,-400000
620,876194.1463,534551.1875,90683.4375,625234.625,148406.0451,-400000
621,875929.7814,534551.1875,91090.3125,625641.5,149074.3478,-400000
622,875668.6362,534551.1875,91496.5,626047.6875,149738.7008,-400000
623,875410.7496,534551.1875,91901.625,626452.8125,150398.6904,-400000
624,875156.1604,534551.1875,92305.3125,626856.5,151053.9025,-400000
625,874904.9075,534551.1875,92707.25,627258.4375,151703.9234,-400000
626,874657.0921,534551.1875,93106.9375,627658.125,152348.3391,-400000
627,874412.6283,534551.1875,93504.0625,628055.25,152986.7357,-400000
628,874171.6172,534551.1875,93898.3125,628449.5,153618.6994,-400000
629,873934.1602,534551.1875,94289.1875,628840.375,154243.8163,-400000
630,873700.1713,534551.1875,94676.375,629227.5625,154861.6726,-400000
631,873469.7516,534551.1875,95059.4375,629610.625,155471.8542,-400000
632,873242.8778,534551.1875,95438.125,629989.3125,156073.9474,-400000
633,873019.7133,534551.1875,95811.9375,630363.125,156667.5382,-400000
634,872800.1723,534551.1875,96180.625,630731.8125,157252.2128,-400000
635,872584.4183,534551.1875,96543.625,631094.8125,157827.5573,-400000
636,872372.3031,534551.1875,96900.75,631451.9375,158393.1577,-400000
637,872164.0527,534551.1875,97251.5,631802.6875,158948.6002,-400000
638,871959.581,534551.1875,97595.5625,632146.75,159493.4711,-400000
639,871758.9894,534551.1875,97932.5,632483.6875,160027.3562,-400000
640,871562.2543,534551.1875,98262,632813.1875,160549.8418,-400000
641,871369.4769,534551.1875,98583.625,633134.8125,161060.514,-400000
642,871180.6338,534551.1875,98897.0625,633448.25,161558.9588,-400000
643,870995.826,534551.1875,99201.875,633753.0625,162044.7625,-400000
644,870815.0301,534551.1875,99497.6875,634048.875,162517.5111,-400000
645,870638.2848,534551.1875,99784.1875,634335.375,162976.7907,-400000
646,870465.6914,534551.1875,100060.9375,634612.125,163422.1875,-400000
647,870297.2265,534551.1875,100327.625,634878.8125,163853.2876,-400000
648,870132.9913,534551.1875,100583.8125,635135,164269.677,-400000
649,869972.962,534551.1875,100829.125,635380.3125,164670.9419,-400000
650,869817.1777,534551.1875,101063.1875,635614.375,165056.6684,-400000
651,869665.6771,534551.1875,101285.6875,635836.875,165426.4427,-400000
652,869518.5615,534551.1875,101496.125,636047.3125,165779.8508,-400000
653,869375.7449,534551.1875,101694.25,636245.4375,166116.4789,-400000
654,869237.3909,534551.1875,101879.625,636430.8125,166435.9131,-400000
655,869103.4763,534551.1875,102051.8125,636603,166737.7394,-400000
656,868973.977,534551.1875,102210.5625,636761.75,167021.5441,-400000
657,868849.057,534551.1875,102355.4375,636906.625,167286.9131,-400000
658,868728.6926,534551.1875,102486.0625,637037.25,167533.4328,-400000
659,868612.9225,534551.1875,102602,637153.1875,167760.6891,-400000
660,868501.7234,534551.1875,102703,637254.1875,167968.2681,-400000
661,868395.2589,534551.1875,102788.5625,637339.75,168155.756,-400000
662,868293.4431,534551.1875,102858.5625,637409.75,168322.9079,-400000
663,868196.3956,534551.1875,102913.3125,637464.5,168470.1545,-400000
664,868103.9982,534551.1875,102953.4375,637504.625,168598.0958,-400000
665,868016.2763,534551.1875,102979.4375,637530.625,168707.3312,-400000
666,867933.1301,534551.1875,102991.9375,637543.125,168798.4609,-400000
667,867854.5848,534551.1875,102991.4375,637542.625,168872.0844,-400000
668,867780.5407,534551.1875,102978.5625,637529.75,168928.8015,-400000
669,867711.0234,534551.1875,102953.75,637504.9375,168969.212,-400000
670,867645.8702,534551.1875,102917.6875,637468.875,168993.9158,-400000
671,867585.169,534551.1875,102870.8125,637422,169003.5126,-400000
672,867528.7575,534551.1875,102813.8125,637365,168998.602,-400000
673,867476.7236,534551.1875,102747.125,637298.3125,168979.784,-400000
674,867428.9053,534551.1875,102671.375,637222.5625,168947.6583,-400000
675,867385.3275,534551.1875,102587.0625,637138.25,168902.8247,-400000
676,867345.8907,534551.1875,102494.8125,637046,168845.8828,-400000
677,867310.62,534551.1875,102395.125,636946.3125,168777.4327,-400000
678,867279.4157,534551.1875,102288.5625,636839.75,168698.0739,-400000
679,867252.2409,534551.1875,102175.75,636726.9375,168608.4063,-400000
680,867229.1203,534551.1875,102057.1875,636608.375,168509.0296,-400000
681,867209.9548,534551.1875,101933.375,636484.5625,168400.5437,-400000
682,867194.6442,534551.1875,101805,636356.1875,168283.5481,-400000
683,867183.2764,534551.1875,101672.5,636223.6875,168158.6429,-400000
684,867175.6892,534551.1875,101536.5,636087.6875,168026.4277,-400000
685,867171.9079,534551.1875,101397.5625,635948.75,167887.5024,-400000
686,867171.8949,534551.1875,101256.1875,635807.375,167742.4666,-400000
687,867175.5511,534551.1875,101113,635664.1875,167591.9201,-400000
688,867182.9014,534551.1875,100968.5,635519.6875,167436.4629,-400000
689,867193.8464,534551.1875,100823.25,635374.4375,167276.6946,-400000
690,867208.3485,534551.1875,100677.8125,635229,167113.2148,-400000
691,867226.3706,534551.1875,100532.75,635083.9375,166946.6236,-400000
692,867247.8753,534551.1875,100388.6875,634939.875,166777.5206,-400000
693,867272.888,534551.1875,100246.0625,634797.25,166606.5056,-400000
694,867301.2468,534551.1875,100105.4375,634656.625,166434.1784,-400000
695,867332.9141,534551.1875,99967.5,634518.6875,166261.1387,-400000
696,867367.9777,534551.1875,99832.6875,634383.875,166087.9864,-400000
697,867406.2755,534551.1875,99701.5625,634252.75,165915.3212,-400000
698,867447.7702,534551.1875,99574.75,634125.9375,165743.7429,-400000
699,867492.4871,534551.1875,99452.75,634003.9375,165573.8512,-400000
700,867540.3264,534551.1875,99336.125,633887.3125,165406.2459,-400000
701,867591.2511,534551.1875,99225.5,633776.6875,165241.5269,-400000
702,867645.2861,534551.1875,99121.3125,633672.5,165080.2938,-400000
703,867702.2695,534551.1875,99024.1875,633575.375,164923.1465,-400000
704,867762.2264,534551.1875,98934.6875,633485.875,164770.6846,-400000
705,867825.1194,534551.1875,98853.3125,633404.5,164623.5082,-400000
706,867890.8491,534551.1875,98780.75,633331.9375,164482.2167,-400000
